genome_name	sgb_id	usgb	study	sample_name	genome_size	n_fifty	number_contigs	completeness	contamination	assigned_species	assigned_genus	assigned_family	assigned_order	assigned_class	assigned_phylum	assigned_kingdom	closest_species	closest_genus	closest_family	closest_order	closest_class	closest_phylum	closest_kingdom	average_distance	sequence_url	annotations_url	uniref_url
VincentC_2016__MM022.3__bin.28	10068	No	VincentC_2016	MM022.3	2941584	29732	148	63.68	0.83	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM022.3__bin.28.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM022.3__bin.28.txt
VincentC_2016__MM023.1__bin.4	10119	No	VincentC_2016	MM023.1	5575999	31699	252	69.31	1.72	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/VincentC_2016__MM023.1__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/VincentC_2016__MM023.1__bin.4.txt
VincentC_2016__MM026.1__bin.7	10119	No	VincentC_2016	MM026.1	5554953	29214	303	95.97	0.94	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella michiganensis	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10119/VincentC_2016__MM026.1__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10119.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10119/VincentC_2016__MM026.1__bin.7.txt
VincentC_2016__MM026.1__bin.9	10068	No	VincentC_2016	MM026.1	3193613	3276	1041	59.11	0.00	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM026.1__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM026.1__bin.9.txt
VincentC_2016__MM027.2__bin.20	10068	No	VincentC_2016	MM027.2	2839783	3307	922	69.85	1.98	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM027.2__bin.20.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM027.2__bin.20.txt
VincentC_2016__MM032.3__bin.23	10068	No	VincentC_2016	MM032.3	4220015	5709	886	55.33	1.72	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM032.3__bin.23.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM032.3__bin.23.txt
VincentC_2016__MM033.2__bin.3	10068	No	VincentC_2016	MM033.2	4790738	21698	344	98.46	0.77	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM033.2__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM033.2__bin.3.txt
VincentC_2016__MM033.3__bin.6	10068	No	VincentC_2016	MM033.3	4780046	57234	135	99.37	0.09	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM033.3__bin.6.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM033.3__bin.6.txt
VincentC_2016__MM033.4__bin.7	10068	No	VincentC_2016	MM033.4	4769278	59994	133	99.67	0.09	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM033.4__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM033.4__bin.7.txt
VincentC_2016__MM034.2__bin.19	10068	No	VincentC_2016	MM034.2	4629387	33944	202	99.64	0.29	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM034.2__bin.19.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM034.2__bin.19.txt
VincentC_2016__MM045.2__bin.2	10068	No	VincentC_2016	MM045.2	4550296	26672	263	97.07	0.10	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM045.2__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM045.2__bin.2.txt
VincentC_2016__MM047.2__bin.9	10068	No	VincentC_2016	MM047.2	2247874	2934	777	52.89	0.74	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM047.2__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM047.2__bin.9.txt
VincentC_2016__MM057.10__bin.2	10115	No	VincentC_2016	MM057.10	4959622	73575	118	96.26	0.43	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VincentC_2016__MM057.10__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VincentC_2016__MM057.10__bin.2.txt
VincentC_2016__MM057.11__bin.18	10115	No	VincentC_2016	MM057.11	5157103	46575	167	98.75	0.68	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VincentC_2016__MM057.11__bin.18.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VincentC_2016__MM057.11__bin.18.txt
VincentC_2016__MM057.12__bin.2	10115	No	VincentC_2016	MM057.12	4490886	10775	600	91.60	1.29	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VincentC_2016__MM057.12__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VincentC_2016__MM057.12__bin.2.txt
VincentC_2016__MM057.7__bin.13	10068	No	VincentC_2016	MM057.7	4656921	37372	191	99.44	0.59	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM057.7__bin.13.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM057.7__bin.13.txt
VincentC_2016__MM060.2__bin.12	10068	No	VincentC_2016	MM060.2	4421885	8306	723	94.71	2.12	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM060.2__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM060.2__bin.12.txt
VincentC_2016__MM065__bin.15	10068	No	VincentC_2016	MM065	4469290	24576	269	98.40	0.65	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM065__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM065__bin.15.txt
VincentC_2016__MM068.1__bin.15	10068	No	VincentC_2016	MM068.1	2755066	45630	95	55.17	0.00	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM068.1__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM068.1__bin.15.txt
VincentC_2016__MM074.2__bin.4	10130	No	VincentC_2016	MM074.2	4227473	15429	412	92.39	1.33	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10130/VincentC_2016__MM074.2__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10130.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10130/VincentC_2016__MM074.2__bin.4.txt
VincentC_2016__MM090.1__bin.7	10068	No	VincentC_2016	MM090.1	4338370	44903	185	97.13	0.85	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VincentC_2016__MM090.1__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VincentC_2016__MM090.1__bin.7.txt
VincentC_2016__MM099.4__bin.11	10115	No	VincentC_2016	MM099.4	4977157	119967	75	98.81	0.04	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VincentC_2016__MM099.4__bin.11.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VincentC_2016__MM099.4__bin.11.txt
VogtmannE_2016__MMRS14602194ST-27-0-0__bin.43	10068	No	VogtmannE_2016	MMRS14602194ST-27-0-0	4509072	124546	55	98.58	0.17	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS14602194ST-27-0-0__bin.43.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS14602194ST-27-0-0__bin.43.txt
VogtmannE_2016__MMRS15137911ST-27-0-0__bin.61	10068	No	VogtmannE_2016	MMRS15137911ST-27-0-0	4603561	46010	157	99.29	0.52	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS15137911ST-27-0-0__bin.61.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS15137911ST-27-0-0__bin.61.txt
VogtmannE_2016__MMRS16644320ST-27-0-0__bin.47	10068	No	VogtmannE_2016	MMRS16644320ST-27-0-0	2203472	3221	714	53.27	0.89	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS16644320ST-27-0-0__bin.47.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS16644320ST-27-0-0__bin.47.txt
VogtmannE_2016__MMRS35808664ST-27-0-0__bin.13	10115	No	VogtmannE_2016	MMRS35808664ST-27-0-0	4778035	59629	124	65.86	0.00	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VogtmannE_2016__MMRS35808664ST-27-0-0__bin.13.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VogtmannE_2016__MMRS35808664ST-27-0-0__bin.13.txt
VogtmannE_2016__MMRS35808664ST-27-0-0__bin.18	10068	No	VogtmannE_2016	MMRS35808664ST-27-0-0	4527390	56961	148	96.28	0.13	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS35808664ST-27-0-0__bin.18.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS35808664ST-27-0-0__bin.18.txt
VogtmannE_2016__MMRS41266697ST-27-0-0__bin.5	10068	No	VogtmannE_2016	MMRS41266697ST-27-0-0	4675177	153760	48	98.81	0.09	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS41266697ST-27-0-0__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS41266697ST-27-0-0__bin.5.txt
VogtmannE_2016__MMRS41711735ST-27-0-0__bin.5	10068	No	VogtmannE_2016	MMRS41711735ST-27-0-0	4648044	89510	81	99.67	0.04	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS41711735ST-27-0-0__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS41711735ST-27-0-0__bin.5.txt
VogtmannE_2016__MMRS44587603ST-27-0-0__bin.51	10115	No	VogtmannE_2016	MMRS44587603ST-27-0-0	4113285	6197	878	89.46	1.31	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VogtmannE_2016__MMRS44587603ST-27-0-0__bin.51.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VogtmannE_2016__MMRS44587603ST-27-0-0__bin.51.txt
VogtmannE_2016__MMRS47662059ST-27-0-0__bin.12	10115	No	VogtmannE_2016	MMRS47662059ST-27-0-0	5091434	72772	118	97.98	0.40	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10115/VogtmannE_2016__MMRS47662059ST-27-0-0__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10115.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10115/VogtmannE_2016__MMRS47662059ST-27-0-0__bin.12.txt
VogtmannE_2016__MMRS47662059ST-27-0-0__bin.43	10068	No	VogtmannE_2016	MMRS47662059ST-27-0-0	4140561	13650	422	59.48	1.72	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS47662059ST-27-0-0__bin.43.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS47662059ST-27-0-0__bin.43.txt
VogtmannE_2016__MMRS54246132ST-27-0-0__bin.46	10116	No	VogtmannE_2016	MMRS54246132ST-27-0-0	2307050	2951	806	56.48	0.84	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10116/VogtmannE_2016__MMRS54246132ST-27-0-0__bin.46.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10116.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10116/VogtmannE_2016__MMRS54246132ST-27-0-0__bin.46.txt
VogtmannE_2016__MMRS54316675ST-27-0-0__bin.56	10068	No	VogtmannE_2016	MMRS54316675ST-27-0-0	4524194	35794	194	98.58	0.53	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS54316675ST-27-0-0__bin.56.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS54316675ST-27-0-0__bin.56.txt
VogtmannE_2016__MMRS56137463ST-27-0-0__bin.40	10068	No	VogtmannE_2016	MMRS56137463ST-27-0-0	2881590	4634	708	70.78	0.92	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	0.01	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/10068/VogtmannE_2016__MMRS56137463ST-27-0-0__bin.40.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/10068.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/10068/VogtmannE_2016__MMRS56137463ST-27-0-0__bin.40.txt
